Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.11-146.75.118.132-52111-443-6,192.168.0.11,52111,146.75.118.132,443,6,16/04/2023 08:56:23 pm,1211441,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.825463229327718,1.650926458655436,1211441.0,0.0,1211441.0,1211441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0.825463229327718,0.825463229327718,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,513,290,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-2.23.209.182-52000-443-6,192.168.0.11,52000,2.23.209.182,443,6,16/04/2023 08:55:54 pm,9637780,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.20751666877641947,9637780.0,0.0,9637780.0,9637780.0,9637780.0,9637780.0,0.0,9637780.0,9637780.0,0,0,0,0,0,0,0,0,0,40,0,0.20751666877641947,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1021,0,0,20,0,0,0,0,9637780.0,0.0,9637780.0,9637780.0,No Label
192.168.0.11-185.199.110.133-51308-443-6,192.168.0.11,51308,185.199.110.133,443,6,16/04/2023 08:56:21 pm,836494,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.195465837172771,2.390931674345542,836494.0,0.0,836494.0,836494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,1.195465837172771,1.195465837172771,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,513,292,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-131.253.33.203-52466-443-6,192.168.0.11,52466,131.253.33.203,443,6,16/04/2023 08:56:51 pm,499998,14,19,4104.0,11076.0,1440.0,0.0,293.1428571428571,512.4375920190532,1460.0,0.0,582.9473684210526,653.0573799601898,30360.121440485764,66.00026400105601,15624.937500000004,37896.57641268429,146467.0,0.0,498887.0,38375.92307692308,56379.05192306438,146591.0,5.0,376331.0,20907.27777777778,42502.834865737874,150536.0,0.0,0,0,0,0,292,392,28.000112000448002,38.000152000608004,0.0,1460.0,446.4705882352941,602.3381329298866,362811.22638146166,0,2,0,13,32,0,0,0,1.0,460.0,293.14285714285717,582.9473684210526,0,0,0,0,20,45402,0,124,0,335,64240,16384,7,20,0,0,0,0,1.6816678118486075E15,122316.30809426312,1.681667812005383E15,1.681667811512721E15,No Label
192.168.0.11-35.174.127.31-52449-443-6,192.168.0.11,52449,35.174.127.31,443,6,16/04/2023 08:56:47 pm,1265169,11,10,2319.0,4360.0,739.0,0.0,210.8181818181818,301.12615900376977,1460.0,0.0,436.0,618.810148591634,5279.136621273522,16.598572996967203,63258.450000000004,98469.27985736945,337509.0,1.0,1105993.0,110599.3,124547.95317114699,337509.0,224.0,1084082.0,120453.55555555553,178522.9360398203,539706.0,1.0,0,0,0,0,232,212,8.694490617459012,7.904082379508193,0.0,1460.0,303.59090909090907,473.8528663636414,224536.53896103898,0,2,0,12,20,0,0,0,0.0,318.04761904761904,210.8181818181818,436.0,0,0,0,0,13,7223,0,110,0,207,64240,166,6,20,0,0,0,0,1.6816678082481348E15,387649.8757463295,1.681667808887312E15,1.681667807622525E15,No Label
192.168.0.11-2.18.61.18-52373-443-6,192.168.0.11,52373,2.18.61.18,443,6,16/04/2023 08:56:00 pm,7992360,120,177,111376.0,181438.0,1460.0,0.0,928.1333333333333,681.9530890657176,1460.0,0.0,1025.073446327684,633.9395047726168,36636.73808487105,37.160488266294315,27001.216216216213,128073.31048231263,1613016.0,0.0,7977488.0,67037.71428571428,197283.24993410296,1613016.0,1.0,7801690.0,44327.78409090909,260800.28208691796,3055918.0,0.0,0,0,0,0,2424,6352,15.014338693452247,22.146149572842067,0.0,1460.0,982.5973154362414,655.7533557381103,430012.46356179257,0,3,1,106,296,0,0,0,1.0,985.9057239057239,928.1333333333333,1025.0734463276835,0,0,0,0,226,48670,0,375,0,610,64240,495,85,20,0,0,0,0,1.6816677618109938E15,1223919.6930964666,1.681667768690985E15,1.681667760698892E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/04/2023 08:55:56 pm,62157617,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7239659782967548,1412673.1136363638,2556663.642133296,1.2283932E7,1.0,6.2157617E7,1412673.1136363638,2556663.642133296,1.2283932E7,1.0,0,0,0,0,0,0,0,0,0,0,0,0.7239659782967548,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6816677833307455E15,1.9758580585767996E7,1.681667818226984E15,1.681667756070005E15,No Label
192.168.0.11-44.209.97.165-52409-443-6,192.168.0.11,52409,44.209.97.165,443,6,16/04/2023 08:56:27 pm,20700919,19,27,4121.0,11468.0,969.0,0.0,216.89473684210523,355.4278946623261,1460.0,0.0,424.74074074074076,618.8881216524575,753.0583545590416,2.222123568523697,460020.4222222222,2715170.129855188,1.8256688E7,0.0,2.0561324E7,1142295.7777777778,4275375.8039140515,1.8256688E7,15.0,2.0507309E7,788742.653846154,3628180.5653797435,1.8564464E7,0.0,0,0,0,0,392,576,0.9178336478684835,1.3042899206552134,0.0,1460.0,331.68085106382983,528.0539377251968,278840.961147086,0,2,0,24,45,0,0,0,1.0,338.89130434782606,216.89473684210526,424.74074074074076,0,0,0,0,14,7570,0,89,0,249,64240,258,11,20,0,0,0,0,1.6816677940234405E15,9278992.347718885,1.681667807752676E15,1.68166778710281E15,No Label
192.168.0.9-239.255.255.250-35050-1900-17,192.168.0.9,35050,239.255.255.250,1900,17,16/04/2023 08:56:04 pm,510621,8,0,2186.0,0.0,312.0,235.0,273.25,35.46728875215262,0,0,0,0,4281.061687631335,15.667197392978354,72945.85714285714,112923.85876691215,305445.0,514.0,510621.0,72945.85714285714,112923.85876691215,305445.0,514.0,0,0,0,0,0,0,0,0,0,64,0,15.667197392978354,0.0,235.0,312.0,270.22222222222223,34.397593585081566,1183.1944444444443,0,0,0,0,0,0,0,0,0.0,304.0,273.25,0.0,0,0,0,0,8,4281,1,273,0,0,0,0,7,8,0,0,0,0,1.6816677651671852E15,175263.17928536786,1.68166776548951E15,1.681667764981795E15,No Label
192.168.0.9-239.255.255.250-57719-1900-17,192.168.0.9,57719,239.255.255.250,1900,17,16/04/2023 08:56:38 pm,615491,8,0,2166.0,0.0,302.0,235.0,270.75000000000006,32.61353794274483,0,0,0,0,3519.1416283909916,12.9977530134478,87927.28571428571,149034.3416036656,407670.0,1.0,615491.0,87927.28571428571,149034.3416036656,407670.0,1.0,0,0,0,0,0,0,0,0,0,64,0,12.9977530134478,0.0,235.0,302.0,268.0,31.603006186120968,998.7500000000001,0,0,0,0,0,0,0,0,0.0,301.5,270.75,0.0,0,0,0,0,8,3519,1,270,0,0,0,0,7,8,0,0,0,0,1.6816677989760188E15,266456.8769436631,1.681667799282439E15,1.681667798668907E15,No Label
192.168.0.11-152.199.19.161-52145-443-6,192.168.0.11,52145,152.199.19.161,443,6,16/04/2023 08:56:01 pm,46196017,6,5,200.0,131.0,90.0,0.0,33.33333333333333,32.87957826169105,92.0,0.0,26.2,40.47468344533407,7.165119884686163,0.23811576656056735,4619601.699999999,1.418974573876227E7,4.5001962E7,2.0,4.5925338E7,9185067.6,2.0176567605512325E7,4.5276674E7,17.0,4.5990884E7,1.1497721E7,2.2519051215474464E7,4.5272641E7,2.0,1,0,0,0,120,112,0.1298813272148549,0.10823443934571243,0.0,92.0,35.083333333333336,37.40067654549321,1398.810606060606,0,0,0,6,11,0,0,0,0.0,38.27272727272727,33.333333333333336,26.2,0,0,0,0,6,508,0,18,0,11,509,136,4,20,0,0,0,0,1.6816677666057435E15,1.5096790224269364E7,1.681667806851789E15,1.681667761222869E15,No Label
192.168.0.11-13.107.237.62-52406-443-6,192.168.0.11,52406,13.107.237.62,443,6,16/04/2023 08:56:16 pm,338608,6,9,748.0,4323.0,590.0,0.0,124.66666666666666,236.56429710898192,1460.0,0.0,480.3333333333333,641.5321504024564,14976.019467939328,44.299012427349616,24186.285714285717,45593.767258641456,123394.0,1.0,325316.0,65063.2,59511.64125782451,123533.0,541.0,215214.0,26901.75,45572.060753899896,103482.0,1.0,0,0,0,0,132,192,17.719604970939848,26.57940745640977,0.0,1460.0,316.9375,525.0309792447172,275657.5291666667,0,2,0,5,14,0,0,0,1.0,338.06666666666666,124.66666666666667,480.3333333333333,0,0,0,0,7,25204,0,49,0,288,64240,16382,2,20,0,0,0,0,1.681667776251215E15,97205.26201477929,1.681667776364914E15,1.681667776026495E15,No Label
2.18.61.18-192.168.0.11-443-52402-6,2.18.61.18,443,192.168.0.11,52402,6,16/04/2023 08:56:11 pm,1023,7,2,6041.0,0.0,1460.0,0.0,863.0,683.083450246015,0.0,0.0,0.0,0.0,5905180.840664712,8797.653958944282,127.875,181.9108396204816,463.0,1.0,1023.0,170.49999999999997,409.8144702179268,1007.0,1.0,270.0,270.0,0.0,270.0,270.0,0,0,0,0,152,52,6842.619745845552,1955.0342130987292,0.0,1460.0,604.1,696.3103474744577,484848.10000000003,1,1,1,3,9,0,0,0,0.0,671.2222222222222,863.0,0.0,0,0,0,0,5,5981188,0,671,0,0,64240,0,5,20,0,0,0,0,1.681667771752061E15,142.95322443023102,1.681667771752247E15,1.681667771751961E15,No Label
2.18.61.18-192.168.0.11-443-52401-6,2.18.61.18,443,192.168.0.11,52401,6,16/04/2023 08:56:11 pm,3504,7,2,6041.0,0.0,1460.0,0.0,863.0,683.083450246015,0.0,0.0,0.0,0.0,1724029.6803652968,2568.4931506849316,438.0,818.0253226957149,2372.0,1.0,3504.0,584.0,1001.183100137033,2462.0,1.0,803.0,803.0,0.0,803.0,803.0,0,0,0,0,152,52,1997.7168949771687,570.7762557077625,0.0,1460.0,604.1,696.3103474744577,484848.10000000003,1,1,1,3,9,0,0,0,0.0,671.2222222222222,863.0,0.0,0,0,0,0,5,2427079,0,671,0,0,64240,0,5,20,0,0,0,0,1.6816677717531E15,1154.9850212773326,1.681667771755352E15,1.68166777175225E15,No Label
2.18.61.18-192.168.0.11-443-52403-6,2.18.61.18,443,192.168.0.11,52403,6,16/04/2023 08:56:11 pm,3510,7,2,6041.0,0.0,1460.0,0.0,863.0,683.083450246015,0.0,0.0,0.0,0.0,1721082.621082621,2564.102564102564,438.75,1036.3505680994244,2987.0,1.0,3510.0,584.9999999999999,1426.0955087230307,3496.0,1.0,198.0,198.0,0.0,198.0,198.0,0,0,0,0,152,52,1994.3019943019942,569.8005698005697,0.0,1460.0,604.1,696.3103474744577,484848.10000000003,1,1,1,3,9,0,0,0,0.0,671.2222222222222,863.0,0.0,0,0,0,0,5,1725506,0,671,0,0,64240,0,5,20,0,0,0,0,1.6816677717520535E15,138.12799393436993,1.681667771752281E15,1.68166777175196E15,No Label
192.168.0.11-40.126.32.132-52376-443-6,192.168.0.11,52376,40.126.32.132,443,6,16/04/2023 08:56:00 pm,10890819,11,6,5063.0,4007.0,1440.0,0.0,460.27272727272725,647.0947520895361,1460.0,0.0,667.8333333333333,729.8066638957654,832.8115635747871,1.5609478038336693,680676.1875,2541772.637478215,1.0208114E7,1.0,1.0890819E7,1089081.9,3205403.8282395164,1.0208114E7,1.0,344744.0,68948.8,98870.16064111558,232935.0,1.0,0,0,0,0,232,132,1.0100250495394332,0.5509227542942362,0.0,1460.0,503.88888888888886,654.6890495754354,428617.7516339869,1,2,0,5,16,0,0,0,0.0,533.5294117647059,460.27272727272725,667.8333333333334,0,0,0,0,5,28121,0,297,0,235,64240,16382,6,20,0,0,0,0,1.6816677635941288E15,4426030.306505079,1.681667771765597E15,1.681667760974183E15,No Label
40.126.32.132-192.168.0.11-443-52376-6,40.126.32.132,443,192.168.0.11,52376,6,16/04/2023 08:56:11 pm,369927,2,1,0.0,1440.0,0.0,0.0,0.0,0.0,1440.0,1440.0,1440.0,0.0,3892.659903170085,8.109708131604343,184963.5,123618.5288073758,272375.0,97552.0,97552.0,97552.0,0.0,97552.0,97552.0,0,0,0,0,0,0,0,0,0,64,20,5.406472087736229,2.7032360438681144,0.0,1440.0,360.0,720.0,518400.0,1,0,0,1,3,0,0,0,0.0,480.0,0.0,1440.0,0,0,0,0,0,0,0,0,0,480,16385,517,0,32,0,0,0,0,0,0,0,0,No Label
192.168.0.11-35.174.127.31-50371-443-6,192.168.0.11,50371,35.174.127.31,443,6,16/04/2023 08:56:11 pm,4463158,6,4,402.0,269.0,247.0,0.0,67.0,99.13021739106598,269.0,0.0,67.25,134.5,150.3419775862741,2.240565984892312,495906.4444444443,874832.7224264235,2706784.0,0.0,4463158.0,892631.6,1099841.9484784165,2706784.0,240.0,3320706.0,1106902.0,1627562.3376900193,2975661.0,0.0,0,0,0,0,120,92,1.344339590935387,0.8962263939569247,0.0,269.0,61.09090909090909,103.62283005733298,10737.69090909091,1,0,0,4,10,0,0,0,0.0,67.2,67.0,67.25,0,0,0,0,0,0,0,40,0,26,509,238,3,20,0,0,0,0,1.6816677733070065E15,1641559.3032723714,1.681667776130605E15,1.681667772006493E15,No Label
35.174.127.31-192.168.0.11-443-50371-6,35.174.127.31,443,192.168.0.11,50371,6,16/04/2023 08:56:16 pm,16233,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,123.20581531448283,16233.0,0.0,16233.0,16233.0,16233.0,16233.0,0.0,16233.0,16233.0,0,0,0,0,0,0,0,0,0,40,0,123.20581531448283,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,238,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-40.126.32.132-52376-443-6,192.168.0.11,52376,40.126.32.132,443,6,16/04/2023 08:56:12 pm,4222158,6,13,7200.0,14189.0,1440.0,0.0,1200.0,587.8775382679628,1460.0,0.0,1091.4615384615383,632.3272643424203,5065.892844370106,4.500068448409557,234564.33333333328,555007.6526687029,2163067.0,1.0,4218156.0,843631.2,820642.9333152147,2163067.0,195609.0,773025.0,64418.74999999999,188092.80038714208,652156.0,1.0,0,0,0,0,120,272,1.421074246866176,3.0789942015433813,0.0,1460.0,1141.45,592.4187241612491,350959.9447368421,1,0,1,1,19,0,0,0,2.0,1201.5263157894738,1200.0,1091.4615384615386,0,0,0,0,13,19108,0,378,0,746,517,16385,4,20,0,0,0,0,1.6816677765765988E15,862094.0522983947,1.681667777021784E15,1.681667774085754E15,No Label
192.168.0.11-157.240.20.15-52304-443-6,192.168.0.11,52304,157.240.20.15,443,6,16/04/2023 08:56:28 pm,176106,1,3,0.0,77.0,0.0,0.0,0.0,0.0,46.0,0.0,25.666666666666664,23.459184413217212,437.23666428173937,22.713592949700747,58702.0,101668.78433914708,176099.0,2.0,0,0,0,0,0,7.0,3.5,2.1213203435596424,5.0,2.0,0,0,0,0,20,60,5.678398237425187,17.035194712275562,0.0,46.0,15.4,21.743964679883014,472.8,2,0,0,2,4,0,0,0,3.0,19.25,0.0,25.666666666666668,0,0,0,0,0,0,0,0,0,19,1022,261,0,20,0,0,0,0,1.681667788655259E15,0.0,1.681667788655259E15,1.681667788655259E15,No Label
192.168.0.11-185.199.108.154-51509-443-6,192.168.0.11,51509,185.199.108.154,443,6,16/04/2023 08:56:09 pm,21107555,2,2,1.0,51.0,1.0,0.0,0.5,0.7071067811865476,51.0,0.0,25.5,36.062445840513924,2.463572877104904,0.18950560593114643,7035851.666666666,1.1969775872660538E7,2.0856601E7,176.0,2.1107555E7,2.1107555E7,0.0,2.1107555E7,2.1107555E7,2.0856601E7,2.0856601E7,0.0,2.0856601E7,2.0856601E7,0,0,0,0,40,52,0.09475280296557322,0.09475280296557322,0.0,51.0,10.6,22.589820716420043,510.30000000000007,1,0,0,1,4,0,0,0,1.0,13.25,0.5,25.5,0,0,0,0,0,0,0,0,0,12,510,290,0,20,0,0,0,0,1.681667790818374E15,0.0,1.681667790818374E15,1.681667790818374E15,No Label
185.199.108.154-192.168.0.11-443-51509-6,185.199.108.154,443,192.168.0.11,51509,6,16/04/2023 08:56:31 pm,1,2,0,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0,0,0,0,2.4E7,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,40,0,2000000.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,0.0,24.0,12.0,0.0,0,0,0,0,0,0,1,12,0,0,290,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-213.140.213.171-52120-443-6,192.168.0.11,52120,213.140.213.171,443,6,16/04/2023 08:56:17 pm,14918338,21,10,22533.0,1564.0,1460.0,0.0,1073.0,572.2070429486166,577.0,0.0,156.4,210.29566487844363,1615.2603594314594,2.0779794639322424,497277.93333333323,2509373.8942937194,1.377401E7,3.0,1.4903297E7,745164.8500000003,3093130.764869084,1.3875882E7,3.0,1.4816466E7,1646274.0,4573743.477041892,1.3836505E7,3.0,0,0,0,0,432,212,1.4076635078250674,0.670315956107175,0.0,1460.0,753.0624999999999,653.0735243644519,426505.0282258064,1,0,0,10,31,0,0,0,0.0,777.3548387096774,1073.0,156.4,0,0,0,0,24,23114,0,726,0,50,508,501,19,20,0,0,0,0,1.6816677912970235E15,2765852.010753785,1.68166779204841E15,1.681667777294496E15,No Label
192.168.0.11-35.174.127.31-52422-443-6,192.168.0.11,52422,35.174.127.31,443,6,16/04/2023 08:56:29 pm,15778300,12,10,2134.0,4360.0,739.0,0.0,177.83333333333334,259.1415314713821,1460.0,0.0,436.0,618.810148591634,411.5779266460899,1.394320047153369,751347.619047619,3139009.4395341575,1.4439563E7,0.0,1.57783E7,1434390.9090909092,4384737.123738581,1.464621E7,207.0,1136165.0,126240.55555555556,234617.90034922268,699591.0,0.0,0,0,0,0,252,212,0.7605382075382012,0.6337818396151677,0.0,1460.0,282.34782608695645,458.84842106929665,210541.87351778653,1,2,0,13,21,0,0,0,0.0,295.1818181818182,177.83333333333334,436.0,0,0,0,0,13,6953,0,97,0,198,64240,166,7,20,0,0,0,0,1.681667790692768E15,3391415.18543607,1.681667804626295E15,1.68166778905504E15,No Label
192.168.0.11-157.240.20.15-52436-443-6,192.168.0.11,52436,157.240.20.15,443,6,16/04/2023 08:56:45 pm,1436792,11,9,1971.0,4360.0,683.0,0.0,179.1818181818182,281.84244470335483,1392.0,0.0,484.44444444444446,600.3186885128413,4406.344133319228,13.919899331288036,75620.63157894736,123410.31187069982,446018.0,0.0,1436792.0,143679.19999999998,175127.5436816138,446018.0,22.0,1219604.0,152450.5,239686.34995641402,704354.0,0.0,0,0,0,0,232,216,7.65594463220842,6.2639546990796156,0.0,1392.0,301.4761904761904,460.11472689402353,211705.56190476188,1,2,0,10,19,0,0,0,0.0,316.55,179.1818181818182,484.44444444444446,0,0,0,0,11,5192,0,98,0,218,64240,270,6,20,0,0,0,0,1.6816678060680748E15,337294.65534953616,1.681667806765103E15,1.681667805535909E15,No Label
157.240.20.15-192.168.0.11-443-52436-6,157.240.20.15,443,192.168.0.11,52436,6,16/04/2023 08:56:47 pm,667,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,35982.00899550225,4497.751124437781,333.5,398.10111780802623,615.0,52.0,667.0,667.0,0.0,667.0,667.0,0,0,0,0,0,1,0,0,0,40,20,2998.500749625188,1499.250374812594,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,3,0,0,0,0.0,16.0,12.0,0.0,0,0,0,0,0,0,0,8,0,0,270,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.0.11-2.18.61.16-52451-443-6,192.168.0.11,52451,2.18.61.16,443,6,16/04/2023 08:56:48 pm,182169,4,1,517.0,0.0,517.0,0.0,129.25,258.5,0.0,0.0,0.0,0.0,2838.0240326290423,27.44704093451685,45542.25,52536.090289596796,94582.0,65.0,182169.0,60723.0,52568.79284328298,94647.0,168.0,0,0,0,0,0,0,0,0,0,92,24,21.95763274761348,5.48940818690337,0.0,517.0,86.16666666666667,211.0643661698172,44548.16666666667,1,2,0,1,4,0,0,0,0.0,103.4,129.25,0.0,0,0,0,0,0,0,0,103,0,0,64240,64240,1,20,0,0,0,0,1.6816678088797435E15,66952.40557664825,1.681667808927086E15,1.681667808832401E15,No Label
192.168.0.11-2.18.61.16-52452-443-6,192.168.0.11,52452,2.18.61.16,443,6,16/04/2023 08:56:48 pm,181845,4,1,517.0,0.0,517.0,0.0,129.25,258.5,0.0,0.0,0.0,0.0,2843.080645604773,27.49594434820864,45461.25,52277.87345442302,94178.0,124.0,181845.0,60615.0,52281.21380572567,94302.0,387.0,0,0,0,0,0,0,0,0,0,92,32,21.99675547856691,5.499188869641728,0.0,517.0,86.16666666666667,211.0643661698172,44548.16666666667,1,2,0,1,4,0,0,0,0.0,103.4,129.25,0.0,0,0,0,0,0,0,0,103,0,0,64240,64240,1,20,0,0,0,0,1.6816678088800845E15,66779.87152203874,1.681667808927305E15,1.681667808832864E15,No Label
192.168.0.11-2.18.61.16-52453-443-6,192.168.0.11,52453,2.18.61.16,443,6,16/04/2023 08:56:48 pm,181623,4,1,517.0,0.0,517.0,0.0,129.25,258.5,0.0,0.0,0.0,0.0,2846.5557776272826,27.52955297511879,45405.75,52275.17884793253,93895.0,106.0,181623.0,60541.0,52292.82551172771,94001.0,281.0,0,0,0,0,0,0,0,0,0,92,32,22.02364238009503,5.5059105950237575,0.0,517.0,86.16666666666667,211.0643661698172,44548.16666666667,1,2,0,1,4,0,0,0,0.0,103.4,129.25,0.0,0,0,0,0,0,0,0,103,0,0,64240,64240,1,20,0,0,0,0,1.681667808880164E15,66517.53490621853,1.681667808927199E15,1.681667808833129E15,No Label
2.18.61.16-192.168.0.11-443-52451-6,2.18.61.16,443,192.168.0.11,52451,6,16/04/2023 08:56:49 pm,82408,6,1,6041.0,0.0,1460.0,0.0,1006.8333333333334,621.4049940792773,0.0,0.0,0.0,0.0,73305.98970973692,84.9432093971459,13734.666666666668,28131.317926230662,70569.0,1.0,82408.0,16481.6,30542.14741631636,70569.0,1.0,0,0,0,0,0,0,0,0,0,120,20,72.80846519755364,12.134744199592273,0.0,1460.0,755.125,702.1691773151457,493041.5535714286,1,0,1,3,7,0,0,0,0.0,863.0,1006.8333333333334,0.0,0,0,0,0,5,74641,0,863,0,0,63784,0,5,20,0,0,0,0,1.6816678090258928E15,6401.587562564505,1.681667809031432E15,1.681667809019635E15,No Label
2.18.61.16-192.168.0.11-443-52453-6,2.18.61.16,443,192.168.0.11,52453,6,16/04/2023 08:56:49 pm,125538,1,1,0.0,517.0,0.0,0.0,0.0,0.0,517.0,517.0,517.0,0.0,4118.274944638277,15.93143112045755,125538.0,0.0,125538.0,125538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.965715560228775,7.965715560228775,0.0,517.0,172.33333333333334,298.4900891710365,89096.33333333334,1,0,0,1,2,0,0,0,1.0,258.5,0.0,517.0,0,0,0,0,0,0,0,0,0,258,502,513,0,32,0,0,0,0,0,0,0,0,No Label
2.18.61.16-192.168.0.11-443-52452-6,2.18.61.16,443,192.168.0.11,52452,6,16/04/2023 08:56:49 pm,125674,1,1,0.0,517.0,0.0,0.0,0.0,0.0,517.0,517.0,517.0,0.0,4113.818291770772,15.914190683832773,125674.0,0.0,125674.0,125674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.957095341916387,7.957095341916387,0.0,517.0,172.33333333333334,298.4900891710365,89096.33333333334,1,0,0,1,2,0,0,0,1.0,258.5,0.0,517.0,0,0,0,0,0,0,0,0,0,258,502,513,0,32,0,0,0,0,0,0,0,0,No Label
2.18.61.16-192.168.0.11-443-52453-6,2.18.61.16,443,192.168.0.11,52453,6,16/04/2023 08:56:49 pm,1912,5,1,6041.0,0.0,1460.0,485.0,1208.2,422.57094078982766,0.0,0.0,0.0,0.0,3159518.8284518826,3138.075313807531,382.40000000000003,832.2288146898063,1871.0,1.0,1912.0,478.00000000000006,948.0066807078242,1900.0,1.0,0,0,0,0,0,1,0,0,0,100,32,2615.0627615062763,523.0125523012553,0.0,1460.0,1071.5714285714287,592.5571300566321,351123.9523809524,1,0,0,3,6,0,0,0,0.0,1250.1666666666667,1208.2,0.0,0,0,0,0,5,3159518,0,1006,0,0,501,513,4,20,0,0,0,0,1.681667809352961E15,1074.0395709656138,1.6816678093536E15,1.681667809351721E15,No Label
192.168.0.11-2.18.61.16-52452-443-6,192.168.0.11,52452,2.18.61.16,443,6,16/04/2023 08:56:49 pm,205410,2,5,517.0,6041.0,517.0,0.0,258.5,365.57420587344507,1460.0,485.0,1208.2,422.57094078982766,31926.391120198627,34.07818509322818,34235.0,83519.56030775067,204718.0,1.0,204831.0,204831.0,0.0,204831.0,204831.0,692.0,173.0,339.3493774858,682.0,1.0,1,0,0,0,40,100,9.736624312350907,24.34156078087727,0.0,1460.0,884.375,572.0421906268303,327232.2678571429,2,0,1,4,7,0,0,0,2.0,1010.7142857142857,258.5,1208.2,0,0,0,0,6,31926,0,73,0,863,513,501,0,20,0,0,0,0,1.681667809691811E15,102531.63421084335,1.681667809743302E15,1.681667809538014E15,No Label
